doc_id,num_code,agency_id,effect,type,is_outstanding,date_issued,date_effective,date_published,sign_person_id,status_id,num_gazette,created_at,updated_at
227,1946/QĐ-BCT,Bộ Công thương,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Sinh Nhật Tân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
228,14/CT-UBND,Tỉnh Phú Yên,Còn hiệu lực,Chỉ thị,0,27/09/2022,27/09/2022,27/09/2022,Trần Hữu Thế,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
229,70/2022/ND-CP,Chính phủ,Còn hiệu lực,Nghị định,0,27/09/2022,01/11/2022,27/09/2022,Lê Văn Thành,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
230,2170/QĐ-UBND,Tỉnh Đắk Lắk,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Tuấn Hà,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
231,26/2022/QĐ-UBND,Tỉnh Phú Thọ,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Bùi Văn Quang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
232,27/2022/QĐ-UBND,Tỉnh Phú Thọ,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Bùi Văn Quang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
233,2376/QĐ-UBND,Tỉnh Bình Dương,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Mai Hùng Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
234,243/KH-UBND,Quận 5,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Trương Minh Kiều,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
235,3242/QĐ-UBND,Thành phố Hồ Chí Minh,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Võ Văn Hoan,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
236,42/2022/QĐ-UBND,Tỉnh Đồng Nai,Còn hiệu lực,Quyết định,0,27/09/2022,07/10/2022,27/09/2022,Cao Tiến Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
237,134/KH-UBND,Tỉnh Sóc Trăng,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Huỳnh Thị Diễm Ngọc,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
238,523/NQ-HĐND,Tỉnh Quảng Ninh,Còn hiệu lực,Nghị quyết,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Xuân Ký,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
239,3461/KH-UBND,Thành phố Hồ Chí Minh,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Võ Văn Hoan,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
240,29/2022/QĐ-UBND,Tỉnh Phú Thọ,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Bùi Văn Quang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
241,31/2022/QĐ-UBND,Tỉnh Vĩnh Phúc,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Nguyễn Văn Khước,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
242,32/2022/QĐ-UBND,Tỉnh Vĩnh Phúc,Còn hiệu lực,Quyết định,0,27/09/2022,03/10/2022,27/09/2022,Lê Duy Thành,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
243,205/KH-UBND,Tỉnh Đồng Nai,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Thị Hoàng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
244,242/KH-UBND,Tỉnh Vĩnh Phúc,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Vũ Chí Giang,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
245,252/KH-UBNDTPHN-UBNDHY-UBNDBN,Thành phố Hà Nội, Tỉnh Hưng Yên, Tỉnh Bắc Ninh,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Trần Sỹ Thanh, Trần Quốc Văn, Ngô Tân Phượng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
246,2801/KH-UBND,Tỉnh Hải Dương,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Minh Hùng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
247,2805/KH-UBND,Tỉnh Hải Dương,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Minh Hùng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
248,241/KH-UBND,Tỉnh Vĩnh Phúc,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Văn Khước,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
249,1987/QĐ-UBND,Tỉnh Vĩnh Long,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Lê Quang Trung,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
250,6348/KH-UBND,Tỉnh Quảng Nam,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Lê Trí Thanh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
251,162/KH-UBND,Tỉnh Hưng Yên,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Đặng Ngọc Quỳnh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
252,176/KH-UBND,Tỉnh Bà Rịa - Vũng Tàu,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Lê Ngọc Khánh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
253,208/KH-UBND,Tỉnh Kiên Giang,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Lê Quốc Anh,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
254,972/QĐ-UBND,Tỉnh Bắc Giang,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Mai Sơn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
255,441/KH-UBND,Tỉnh Bắc Ninh,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Hương Giang,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
256,131/KH-UBND,Tỉnh Bình Định,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Lâm Hải Giang,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
257,1779/QĐ-UBND,Tỉnh Bình Phước,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Trần Tuệ Hiền,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
258,1781/QĐ-UBND,Tỉnh Bình Phước,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Trần Tuệ Hiền,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
259,375/QĐ-UBND,Tỉnh Nghệ An,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Hoàng Nghĩa Hiếu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
260,44/2022/QĐ-UBND,Tỉnh Ninh Bình,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Nguyễn Cao Sơn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
261,2378/QĐ-UBND,Tỉnh Bình Dương,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Mai Hùng Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
262,2382/QĐ-UBND,Tỉnh Bình Dương,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Mai Hùng Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
263,2448/QĐ-UBND,Tỉnh Cà Mau,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Lê Văn Sử,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
264,2478/KH-UBND,Tỉnh Cao Bằng,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Lê Hải Hòa,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
265,843/QĐ-BCĐCĐS,Bộ Xây dựng,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Thanh Nghị,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
266,19/2022/NQ-HĐND,Tỉnh Lạng Sơn,Còn hiệu lực,Nghị quyết,0,27/09/2022,10/10/2022,27/09/2022,Đoàn Thị Hậu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
267,17/2022/NQ-HĐND,Tỉnh Lạng Sơn,Còn hiệu lực,Nghị quyết,0,27/09/2022,10/10/2022,27/09/2022,Đoàn Thị Hậu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
268,135/KH-UBND,Tỉnh Sóc Trăng,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Huỳnh Thị Diễm Ngọc,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
269,136/KH-UBND,Tỉnh Sóc Trăng,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Huỳnh Thị Diễm Ngọc,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
270,2374/QĐ-BVHTTDL,Bộ Văn hoá, Thể thao và du lịch,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Trịnh Thị Thủy,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
271,03/2022/TT-BXD,Bộ Xây dựng,Còn hiệu lực,Thông tư,0,27/09/2022,11/11/2022,27/09/2022,Nguyễn Thanh Nghị,Còn hiệu lực,16/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
272,4007/TB-TCHQ,Tổng cục Hải quan,Không xác định,Thông báo,0,27/09/2022,27/09/2022,27/09/2022,Lưu Mạnh Tưởng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
273,4006/TB-TCHQ,Tổng cục Hải quan,Không xác định,Thông báo,0,27/09/2022,27/09/2022,27/09/2022,Lưu Mạnh Tưởng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
274,4008/TB-TCHQ,Tổng cục Hải quan,Không xác định,Thông báo,0,27/09/2022,27/09/2022,27/09/2022,Lưu Mạnh Tưởng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
275,3528/KH-SGDĐT,Sở Giáo dục và Đào tạo Thành phố Hồ Chí Minh,Không xác định,Kế hoạch,0,27/09/2022,27/09/2022,27/09/2022,Nguyễn Văn Hiếu,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
276,2917/QĐ-UBND,Tỉnh Nghệ An,Còn hiệu lực,Quyết định,0,27/09/2022,27/09/2022,27/09/2022,Lê Hồng Vinh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
277,29/2022/QĐ-UBND,Thành phố Cần Thơ,Hết hiệu lực: 20/09/2023,Quyết định,0,27/09/2022,14/10/2022,27/09/2022,Trần Việt Trường,Hết hiệu lực: 20/09/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
278,47/2022/QĐ-UBND,Tỉnh Thanh Hóa,Còn hiệu lực,Quyết định,0,27/09/2022,10/10/2022,27/09/2022,Lê Đức Giang,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
279,70/2022/NĐ-CP,Chính phủ,Còn hiệu lực,Nghị định,0,27/09/2022,01/11/2022,27/09/2022,Lê Văn Thành,Còn hiệu lực,08/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
280,18/2022/NQ-HĐND,Tỉnh Lạng Sơn,Hết hiệu lực: 20/12/2023,Nghị quyết,0,27/09/2022,10/10/2022,27/09/2022,Đoàn Thị Hậu,Hết hiệu lực: 20/12/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
281,20/2022/NQ-HĐND,Tỉnh Lạng Sơn,Hết hiệu lực: 05/07/2024,Nghị quyết,0,27/09/2022,27/09/2022,27/09/2022,Đoàn Thị Hậu,Hết hiệu lực: 05/07/2024,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
282,126/NQ-CP,Chính phủ,Còn hiệu lực,Nghị quyết,0,27/09/2022,27/09/2022,27/09/2022,Phạm Minh Chính,Còn hiệu lực,10/10/2022,2024-07-22 10:47:04,2024-07-22 10:47:04
283,127/NQ-CP,Chính phủ,Còn hiệu lực,Nghị quyết,0,27/09/2022,27/09/2022,27/09/2022,Lê Minh Khái,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
284,1759/QĐ-UBND,Tỉnh Vĩnh Phúc,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Vũ Việt Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
285,05/CĐ-BTC,Bộ Tài chính,Còn hiệu lực,Công điện,0,28/09/2022,28/09/2022,28/09/2022,Hồ Đức Phớc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
286,46/2022/QĐ-UBND,Tỉnh Hà Nam,Còn hiệu lực,Quyết định,0,28/09/2022,15/10/2022,28/09/2022,Trương Quốc Huy,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
287,2079/QĐ-UBND,Tỉnh Hòa Bình,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Bùi Văn Khánh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
288,2632/QĐ-UBND,Tỉnh Quảng Bình,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Đoàn Ngọc Lâm,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
289,308/TB-VPCP,Văn phòng Chính phủ,Hết hiệu lực: 30/09/2022,Thông báo,0,28/09/2022,28/09/2022,28/09/2022,Trần Văn Sơn,Hết hiệu lực: 30/09/2022,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
290,4233/KH-UBND,Tỉnh Ninh Thuận,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Long Biên,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
291,3259/QĐ-UBND,Tỉnh Thanh Hóa,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Đỗ Minh Tuấn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
292,32/2022/QĐ-UBND,Tỉnh Nam Định,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Phạm Đình Nghị,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
293,607/QĐ-UBND,Tỉnh Kon Tum,Hết hiệu lực: 12/01/2023,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Lê Ngọc Tuấn,Hết hiệu lực: 12/01/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
294,10/2022/QĐ-UBND,Tỉnh Hải Dương,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Lưu Văn Bản,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
295,47/2022/QĐ-UBND,Tỉnh Hà Nam,Còn hiệu lực,Quyết định,0,28/09/2022,15/10/2022,28/09/2022,Trương Quốc Huy,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
296,2214/QĐ-UBND,Tỉnh Hưng Yên,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Quốc Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
297,23/CT-UBND,Tỉnh Nghệ An,Còn hiệu lực,Chỉ thị,0,28/09/2022,28/09/2022,28/09/2022,Hoàng Nghĩa Hiếu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
298,255/KH-UBND,Thành phố Hà Nội,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Hà Minh Hải,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
299,3531/QĐ-UBND,Thành phố Hà Nội,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Chử Xuân Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
300,2561/QĐ-UBND,Tỉnh Phú Thọ,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Hồ Đại Dũng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
301,3807/KH-UBND,Tỉnh Phú Thọ,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Bùi Văn Quang,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
302,1688/QĐ-UBND,Tỉnh Yên Bái,Hết hiệu lực: 06/01/2023,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Ngô Hạnh Phúc,Hết hiệu lực: 06/01/2023,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
303,19/2022/QĐ-UBND,Tỉnh Yên Bái,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Trần Huy Tuấn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
304,2510/QĐ-UBND,Tỉnh Quảng Trị,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Võ Văn Hưng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
305,3671/QĐ-BNN-KTHT,Bộ Nông nghiệp và Phát triển nông thôn,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Thanh Nam,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
306,2185/QĐ-UBND,Tỉnh Đắk Lắk,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Y Giang Gry Niê Knơng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
307,2616/QĐ-UBND,Tỉnh Đồng Nai,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Võ Văn Phi,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
308,2796/QĐ-UBND,Tỉnh Quảng Ninh,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Bùi Văn Khắng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
309,43/2022/QĐ-UBND,Tỉnh Đồng Nai,Còn hiệu lực,Quyết định,0,28/09/2022,08/10/2022,28/09/2022,Võ Tấn Đức,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
310,2930/QĐ-UBND,Tỉnh Nghệ An,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Lê Hồng Vinh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
311,661/KH-UBND,Tỉnh Nghệ An,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Bùi Đình Long,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
312,377/QĐ-UBND,Tỉnh Nghệ An,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Hoàng Nghĩa Hiếu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
313,1921/QĐ-UBND,Tỉnh Trà Vinh,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Lê Thanh Bình,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
314,324/KH-UBND,Tỉnh Đồng Tháp,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Huỳnh Minh Tuấn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
315,244/KH-UBND,Tỉnh Vĩnh Phúc,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Vũ Việt Văn,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
316,1990/QĐ-UBND,Tỉnh Vĩnh Long,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Lê Quang Trung,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
317,2215/QĐ-UBND,Tỉnh Hưng Yên,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Quốc Văn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
318,209/KH-UBND,Tỉnh Kiên Giang,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Lâm Minh Thành,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
319,2400/QĐ-UBND,Tỉnh Kiên Giang,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Thanh Nhàn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
320,2401/QĐ-UBND,Tỉnh Kiên Giang,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Thanh Nhàn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
321,19/2022/QĐ-UBND,Tỉnh Khánh Hòa,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Tấn Tuân,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
322,2699/QĐ-UBND,Tỉnh Khánh Hòa,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Lê Hữu Hoàng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
323,2700/QĐ-UBND,Tỉnh Khánh Hòa,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Đinh Văn Thiệu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
324,9192/KH-UBND,Tỉnh Khánh Hòa,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Tấn Tuân,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
325,2984/QĐ-UBND,Tỉnh Bắc Giang,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Mai Sơn,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
326,13/2022/TT-BNNPTNT,Bộ Nông nghiệp và Phát triển nông thôn,Còn hiệu lực,Thông tư,0,28/09/2022,12/11/2022,28/09/2022,Phùng Đức Tiến,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
327,3148/QĐ-UBND,Tỉnh Bình Định,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Tự Công Hoàng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
328,3149/QĐ-UBND,Tỉnh Bình Định,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Tự Công Hoàng,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
329,132/KH-UBND,Tỉnh Bình Định,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Tự Công Hoàng,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
330,1786/QĐ-UBND,Tỉnh Bình Phước,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Tuyết Minh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
331,1787/QĐ-UBND,Tỉnh Bình Phước,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Tuyết Minh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
332,1790/QĐ-UBND,Tỉnh Bình Phước,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Trần Tuyết Minh,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
333,2931/QĐ-UBND,Tỉnh Nghệ An,Còn hiệu lực,Quyết định,0,28/09/2022,28/09/2022,28/09/2022,Hoàng Nghĩa Hiếu,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
334,48/2022/QĐ-UBND,Tỉnh Ninh Bình,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Phạm Quang Ngọc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
335,49/2022/QĐ-UBND,Tỉnh Ninh Bình,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Phạm Quang Ngọc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
336,46/2022/QĐ-UBND,Tỉnh Ninh Bình,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Phạm Quang Ngọc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
337,5053/KH-UBND,Tỉnh Bình Dương,Không xác định,Kế hoạch,0,28/09/2022,28/09/2022,28/09/2022,Nguyễn Lộc Hà,Không xác định,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
338,45/2022/QĐ-UBND,Tỉnh Ninh Bình,Còn hiệu lực,Quyết định,0,28/09/2022,10/10/2022,28/09/2022,Phạm Quang Ngọc,Còn hiệu lực,Đang cập nhật,2024-07-22 10:47:04,2024-07-22 10:47:04
